"","V1"
"Vital_E[15,18)",0.526053962537022
"Vital_E[18,20)",0.820511429275926
"Vital_E[20,22)",1.06074082598168
"Vital_E[22,)",1.44202400484769
"Age[49,59)",0.622578777095995
"Age[59,67)",0.975775706114705
"Age[67,75)",1.28933655950174
"Age[75,)",1.82087149669588
"Lab_H[1,2)",0.45269754253211
"Lab_H[2,3)",0.905677896080402
"Lab_H[3,)",1.40810003017981
"Lab_K[19,30)",0.614457529880807
"Lab_K[30,42)",0.969615043390783
"Lab_K[42,)",1.41248533530112
"Lab_K[8,19)",0.3128120078091
"Lab_B[11,13)",0.264341835117763
"Lab_B[13,15)",0.576002188089947
"Lab_B[15,17)",0.751783076139671
"Lab_B[17,)",1.15179394712906
"Vital_A[73,82)",0.511469384772401
"Vital_A[82,89)",0.72689054746477
"Vital_A[89,99)",0.933111355620391
"Vital_A[99,)",1.36946529446691
"Lab_G[11,13)",-0.747615920405872
"Lab_G[13,)",-1.22415108810135
"Lab_G[9,11)",-0.421586887302408
"Vital_B[105,115)",-0.212785542483064
"Vital_B[115,123)",-0.385987858735556
"Vital_B[123,133)",-0.411945601804187
"Vital_B[133,)",-0.613667226677109
"Vital_C[52,59)",-0.175660387408967
"Vital_C[59,64)",-0.302438213027418
"Vital_C[64,71)",-0.366632712187445
"Vital_C[71,)",-0.684271911338566
"Lab_M[10,14)",0.331473736610612
"Lab_M[14,19)",0.419491497475522
"Lab_M[19,)",0.679077653315986
"Lab_M[4,10)",0.158651807203031
"Lab_C[20,23)",-0.176191844597512
"Lab_C[23,25)",-0.263776282174492
"Lab_C[25,28)",-0.297619075453988
"Lab_C[28,)",-0.38465240327622
"Lab_J[4,5)",-0.156010747604202
"Lab_J[5,)",-0.416552135258278
"Lab_F[28,31)",0.11360109353966
"Lab_F[31,34)",0.196388067527607
"Lab_F[34,38)",0.221468685808064
"Lab_F[38,)",0.438269887079178
"Vital_D[69,76)",0.14541642221617
"Vital_D[76,82)",0.208544244077957
"Vital_D[82,88)",0.318936790124349
"Vital_D[88,)",0.372710752017933
"Lab_I[130,196)",-0.229416198597487
"Lab_I[196,258)",-0.398729725804568
"Lab_I[258,327)",-0.480599900642111
"Lab_I[327,)",-0.743845519811782
"Vital_F[36,37)",-0.193747643310044
"Vital_F[37,)",-0.343020913122114
"Vital_G[95,97)",-0.101596360604197
"Vital_G[97,98)",-0.0778240613845994
"Vital_G[98,99)",-0.1838558842784
"Vital_G[99,)",-0.1611697545385
"Lab_A[103,129)",0.0597035193516806
"Lab_A[129,149)",0.139951451624564
"Lab_A[149,174)",0.131546965675994
"Lab_A[174,)",0.136250554703935
"Lab_L[135,137)",0.0660134172601663
"Lab_L[137,139)",0.112455565271052
"Lab_L[139,142)",0.16831838132573
"Lab_L[142,)",0.236604584663782
"Lab_E[100,103)",-0.183811369994215
"Lab_E[103,106)",-0.284787899160194
"Lab_E[106,109)",-0.351321329387856
"Lab_E[109,)",-0.622044263979664
"Lab_D[1,2)",-0.225532622366553
"Lab_D[2,3)",-0.38931496634695
"Lab_D[3,)",-0.642278089737307
