"","V1"
"Vital_E[15,18)",0.54867456371555
"Vital_E[18,20)",0.854088135735
"Vital_E[20,22)",1.05771166521789
"Vital_E[22,)",1.46992635989461
"Age[49,59)",0.592285418818335
"Age[59,67)",1.03752742790684
"Age[67,75)",1.28720611326202
"Age[75,)",1.842585577657
"Lab_H[1,2)",0.5163119436563
"Lab_H[2,3)",0.9359688739771
"Lab_H[3,)",1.47237396301421
"Lab_K[19,30)",0.558752172876163
"Lab_K[30,42)",0.787437080785159
"Lab_K[42,)",1.16653834402102
"Lab_K[8,19)",0.297748696298697
"Lab_B[11,13)",0.279950543056051
"Lab_B[13,15)",0.616898826290466
"Lab_B[15,17)",0.833626905813455
"Lab_B[17,)",1.20632672924201
"Vital_A[73,82)",0.462051354417642
"Vital_A[82,89)",0.651663446936732
"Vital_A[89,99)",0.805292577762947
"Vital_A[99,)",1.20548524610935
"Lab_G[11,13)",-0.705533048440347
"Lab_G[13,)",-1.11745385306929
"Lab_G[9,11)",-0.373308898285969
"Vital_B[105,115)",-0.186743454908093
"Vital_B[115,123)",-0.371452358587409
"Vital_B[123,133)",-0.4232394262794
"Vital_B[133,)",-0.62555739207547
"Vital_C[52,59)",-0.18124578114235
"Vital_C[59,64)",-0.322296035896452
"Vital_C[64,71)",-0.38478954721003
"Vital_C[71,)",-0.693463040051911
"Lab_M[10,14)",0.358213086482563
"Lab_M[14,19)",0.444885115080901
"Lab_M[19,)",0.685604872241202
"Lab_M[4,10)",0.202445082145097
"Lab_C[20,23)",0.0154732099545794
"Lab_C[23,25)",-0.0362253151183974
"Lab_C[25,28)",0.012895073934488
"Lab_C[28,)",0.0283267904722906
"Lab_J[4,5)",-0.244841496615015
"Lab_J[5,)",-0.479269991859195
"Lab_F[28,31)",0.0682137397979155
"Lab_F[31,34)",0.226918755102261
"Lab_F[34,38)",0.268324799497827
"Lab_F[38,)",0.432148748602635
"Vital_D[69,76)",0.0775465244332952
"Vital_D[76,82)",0.164553814576958
"Vital_D[82,88)",0.284594340457885
"Vital_D[88,)",0.316890555099617
"Lab_I[130,196)",-0.215364840143088
"Lab_I[196,258)",-0.369163012605079
"Lab_I[258,327)",-0.430741140085953
"Lab_I[327,)",-0.662613848790858
