"","V1"
"Vital_E[15,18)",0.446427938729176
"Vital_E[18,20)",0.762691744696144
"Vital_E[20,22)",0.965211960180748
"Vital_E[22,)",1.38771144323455
"Age[49,59)",0.657762763145497
"Age[59,67)",1.07118356402642
"Age[67,75)",1.35547298243039
"Age[75,)",1.87705830270099
"Lab_H[1,2)",0.471850506371772
"Lab_H[2,3)",0.857899936579996
"Lab_H[3,)",1.43664004695844
"Lab_K[19,30)",0.556282610754922
"Lab_K[30,42)",0.756958502027765
"Lab_K[42,)",1.12682105498704
"Lab_K[8,19)",0.267327209680259
"Lab_B[11,13)",0.315530998074623
"Lab_B[13,15)",0.618628555671784
"Lab_B[15,17)",0.802502511511714
"Lab_B[17,)",1.21706597492134
"Vital_A[73,82)",0.540508638075382
"Vital_A[82,89)",0.754267370091547
"Vital_A[89,99)",0.936354152964397
"Vital_A[99,)",1.38232499050645
"Lab_G[11,13)",-0.667521425639937
"Lab_G[13,)",-1.0137615079862
"Lab_G[9,11)",-0.350455738801865
"Vital_B[105,115)",-0.182851341360595
"Vital_B[115,123)",-0.327039664950369
"Vital_B[123,133)",-0.35306304057717
"Vital_B[133,)",-0.556216563302381
"Vital_C[52,59)",-0.171435113513584
"Vital_C[59,64)",-0.339946717784664
"Vital_C[64,71)",-0.373683588244438
"Vital_C[71,)",-0.688317350980135
"Lab_M[10,14)",0.322222352775065
"Lab_M[14,19)",0.415656919744168
"Lab_M[19,)",0.645129307260203
"Lab_M[4,10)",0.167970784231179
"Lab_C[20,23)",-0.063773084433698
"Lab_C[23,25)",-0.0974760435695469
"Lab_C[25,28)",-0.0236610750724242
"Lab_C[28,)",-0.0631876939293744
"Lab_J[4,5)",-0.253558515336466
"Lab_J[5,)",-0.518828885647062
"Lab_F[28,31)",0.0501624743891391
"Lab_F[31,34)",0.196530029270784
"Lab_F[34,38)",0.247634590375096
"Lab_F[38,)",0.377709438219457
"Vital_D[69,76)",0.135099414098071
"Vital_D[76,82)",0.141681244625618
"Vital_D[82,88)",0.274514438404431
"Vital_D[88,)",0.329352810428153
"Lab_I[130,196)",-0.179432644857235
"Lab_I[196,258)",-0.360488050628599
"Lab_I[258,327)",-0.431100158838695
"Lab_I[327,)",-0.659217885798134
"Vital_F[36,37)",-0.119500103649882
"Vital_F[37,)",-0.276543791501812
"Vital_G[95,97)",-0.0692604861218024
"Vital_G[97,98)",-0.0639202770709761
"Vital_G[98,99)",-0.173407976776506
"Vital_G[99,)",-0.159922950809722
