"","V1"
"Vital_E[15,18)",0.553886353756234
"Vital_E[18,20)",0.923215240848988
"Vital_E[20,22)",1.15984368184283
"Vital_E[22,)",1.57282534531905
"Age[49,59)",0.547453759844289
"Age[59,67)",0.882881200112729
"Age[67,75)",1.16028345276757
"Age[75,)",1.60318331750269
"Lab_H[1,2)",0.579595445659568
"Lab_H[2,3)",0.990431022028122
"Lab_H[3,)",1.53810422675001
"Lab_K[19,30)",0.452541688738138
"Lab_K[30,42)",0.730313784419106
"Lab_K[42,)",1.0444847613016
"Lab_K[8,19)",0.27144685815479
"Lab_B[11,13)",0.220078066328724
"Lab_B[13,15)",0.420912666192653
"Lab_B[15,17)",0.541277643136207
"Lab_B[17,)",0.815735052874551
