"","V1"
"Age[49,58)",0.538132097134908
"Age[58,67)",0.96429952015159
"Age[67,76)",1.31041805768276
"Age[76,)",1.89521222003548
"Vital_E[15,18)",0.621541920036343
"Vital_E[18,20)",0.917023747432686
"Vital_E[20,22)",1.17789253598341
"Vital_E[22,)",1.63787822668124
"Lab_H[1,2)",0.50416745177555
"Lab_H[2,3)",0.931154229925032
"Lab_H[3,)",1.50989925289745
"Lab_K[20,30)",0.823835007005179
"Lab_K[30,42)",1.07834638127699
"Lab_K[42,)",1.63088954226464
"Lab_K[8,20)",0.379769849266697
"Lab_B[11,13)",0.344838655870311
"Lab_B[13,15)",0.743508003071084
"Lab_B[15,17)",0.885504746154486
"Lab_B[17,)",1.33491113667844
"Vital_A[72,81)",0.461597579511957
"Vital_A[81,89)",0.601055297632889
"Vital_A[89,98)",0.899144752642731
"Vital_A[98,)",1.13174680674538
"Lab_G[11,13)",-0.549249887563192
"Lab_G[13,)",-0.889388144849181
"Lab_G[9,11)",-0.152939310970154
"Lab_M[10,14)",0.20960814675327
"Lab_M[14,19)",0.292469128802211
"Lab_M[19,)",0.587678974688559
"Lab_M[4,10)",0.197327993051261
"Vital_C[52,58)",-0.168536241045361
"Vital_C[58,64)",-0.499990075610449
"Vital_C[64,70)",-0.599282480381412
"Vital_C[70,)",-0.770716048045322
"Lab_F[28,31)",-0.117959927547645
"Lab_F[31,34)",0.0111892226256511
"Lab_F[34,37)",0.0830333829414745
"Lab_F[37,)",0.153099407879559
"Vital_B[105,115)",-0.200718286211024
"Vital_B[115,123)",-0.34538997585241
"Vital_B[123,133)",-0.534443150528145
"Vital_B[133,)",-0.758396597955363
"Lab_C[20,23)",-0.0852963703686523
"Lab_C[23,25)",-0.0969812796938402
"Lab_C[25,28)",-0.0626641908166098
"Lab_C[28,)",-0.162002427797045
"Vital_D[69,75)",0.201844371107706
"Vital_D[75,81)",0.352617853265084
"Vital_D[81,87)",0.668473258311139
"Vital_D[87,)",0.643678715314895
"Vital_G[95,97)",0.00542511336542432
"Vital_G[97,98)",-0.0433446817092165
"Vital_G[98,99)",-0.00932268330961345
"Vital_G[99,)",-0.0120645634817401
"Lab_J[4,5)",-0.287914696780026
"Lab_J[5,)",-0.495734075556488
"Lab_D[1,2)",-0.347587716601694
"Lab_D[2,3)",-0.483365224330579
"Lab_D[3,)",-0.789919597231989
"Vital_F[36,37)",-0.142589386849587
"Vital_F[37,)",-0.165030810720628
"Lab_E[100,103)",-0.115746580418188
"Lab_E[103,106)",-0.198683631531556
"Lab_E[106,109)",-0.225058433309713
"Lab_E[109,)",-0.572518350272604
"Lab_I[131,197)",-0.208108648824956
"Lab_I[197,258)",-0.431340885171226
"Lab_I[258,328)",-0.449125568308118
"Lab_I[328,)",-0.704612945021658
"Lab_A[103,127)",0.0385219061555577
"Lab_A[127,148)",0.0942913647529769
"Lab_A[148,172)",-0.000143627092760473
"Lab_A[172,)",0.144266485321877
