"","V1"
"Age[49,58)",0.538184533762411
"Age[58,67)",0.974633512915217
"Age[67,76)",1.31146221046527
"Age[76,)",1.8891508110939
"Vital_E[15,18)",0.532416413430185
"Vital_E[18,20)",0.836575477428887
"Vital_E[20,22)",1.04618466200989
"Vital_E[22,)",1.51432358910175
"Lab_H[1,2)",0.495421077069719
"Lab_H[2,3)",0.940583777225127
"Lab_H[3,)",1.54028821455635
"Lab_K[20,30)",0.653201516712755
"Lab_K[30,42)",0.843605092157049
"Lab_K[42,)",1.2755928258653
"Lab_K[8,20)",0.268660729347021
"Lab_B[11,13)",0.293817968197016
"Lab_B[13,15)",0.679955043229568
"Lab_B[15,17)",0.765787981135062
"Lab_B[17,)",1.16830492330447
"Vital_A[72,81)",0.475698432513624
"Vital_A[81,89)",0.576300113330475
"Vital_A[89,98)",0.830688703555087
"Vital_A[98,)",1.09996442227468
"Lab_G[11,13)",-0.344561882535351
"Lab_G[13,)",-0.531668534539306
"Lab_G[9,11)",-0.0647608598610504
"Lab_M[10,14)",0.151810884429793
"Lab_M[14,19)",0.255022976928493
"Lab_M[19,)",0.457142745943877
"Lab_M[4,10)",0.125529217513617
"Vital_C[52,58)",-0.207428571491572
"Vital_C[58,64)",-0.53715066041289
"Vital_C[64,70)",-0.610264097684176
"Vital_C[70,)",-0.752995414679954
"Lab_F[28,31)",-0.204883271917925
"Lab_F[31,34)",-0.0916287455796517
"Lab_F[34,37)",-0.0515058832372962
"Lab_F[37,)",-0.0909776323743166
"Vital_B[105,115)",-0.188903016783568
"Vital_B[115,123)",-0.352728754498995
"Vital_B[123,133)",-0.527227717788479
"Vital_B[133,)",-0.765607956672261
"Lab_C[20,23)",-0.0132645504298139
"Lab_C[23,25)",0.0129924829243828
"Lab_C[25,28)",0.074532992481223
"Lab_C[28,)",0.0592374674112208
"Vital_D[69,75)",0.212378256473812
"Vital_D[75,81)",0.370120699640582
"Vital_D[81,87)",0.625697458041104
"Vital_D[87,)",0.613241342115118
"Vital_G[95,97)",0.0283440274779552
"Vital_G[97,98)",-0.0367819477922216
"Vital_G[98,99)",0.00994564222447317
"Vital_G[99,)",-0.00396141647942289
"Lab_J[4,5)",-0.330514164476804
"Lab_J[5,)",-0.533040337537047
