"","V1"
"Age[49,58)",0.489419836209173
"Age[58,67)",0.949319517449771
"Age[67,76)",1.28359310032743
"Age[76,)",1.89178249102535
"Vital_E[15,18)",0.562558721333831
"Vital_E[18,20)",0.801030366416116
"Vital_E[20,22)",1.03895068697011
"Vital_E[22,)",1.52250073765185
"Lab_H[1,2)",0.5239899408803
"Lab_H[2,3)",0.998828405429272
"Lab_H[3,)",1.54355101410962
"Lab_K[20,30)",0.842260300596073
"Lab_K[30,42)",1.09475968496646
"Lab_K[42,)",1.59849211666372
"Lab_K[8,20)",0.32510279572896
"Lab_B[11,13)",0.340123279820636
"Lab_B[13,15)",0.70366374833555
"Lab_B[15,17)",0.836652834969798
"Lab_B[17,)",1.33961256366972
"Vital_A[72,81)",0.444887761080803
"Vital_A[81,89)",0.631739835324397
"Vital_A[89,98)",0.848220416889128
"Vital_A[98,)",1.04310299742079
"Lab_G[11,13)",-0.606643416957919
"Lab_G[13,)",-0.792581824754742
"Lab_G[9,11)",-0.268481319457852
"Lab_M[10,14)",0.198814464910998
"Lab_M[14,19)",0.275278102898366
"Lab_M[19,)",0.430238107337655
"Lab_M[4,10)",0.132848531862282
"Vital_C[52,58)",-0.236914490045759
"Vital_C[58,64)",-0.527354628521129
"Vital_C[64,70)",-0.606115525192481
"Vital_C[70,)",-0.878233861990805
"Lab_F[28,31)",-0.0249116864147846
"Lab_F[31,34)",0.114709390597957
"Lab_F[34,37)",0.15195697800284
"Lab_F[37,)",0.0829387912096341
"Vital_B[105,115)",-0.172976559852135
"Vital_B[115,123)",-0.299051781498799
"Vital_B[123,133)",-0.554573135384097
"Vital_B[133,)",-0.778029715886997
"Lab_C[20,23)",-0.105325014436617
"Lab_C[23,25)",-0.07677879405562
"Lab_C[25,28)",0.00372631426837018
"Lab_C[28,)",-0.00795671956963785
"Vital_D[69,75)",0.252668580810006
"Vital_D[75,81)",0.409424650136341
"Vital_D[81,87)",0.714234656679661
"Vital_D[87,)",0.754882321059422
"Vital_G[95,97)",-0.0927171732721371
"Vital_G[97,98)",-0.138609883884971
"Vital_G[98,99)",-0.194627627467384
"Vital_G[99,)",-0.195252111313226
"Lab_J[4,5)",-0.25973661946573
"Lab_J[5,)",-0.478975408415748
"Lab_D[1,2)",-0.335769467772591
"Lab_D[2,3)",-0.348302455889763
"Lab_D[3,)",-0.603025204719447
