"","V1"
"Age[49,58)",0.447939462154566
"Age[58,67)",0.962416621338362
"Age[67,76)",1.26266987681682
"Age[76,)",1.9131467441165
"Vital_E[15,18)",0.543839387912177
"Vital_E[18,20)",0.817674490334248
"Vital_E[20,22)",1.0949194263615
"Vital_E[22,)",1.57244423569857
"Lab_H[1,2)",0.496169025415675
"Lab_H[2,3)",0.933927802307029
"Lab_H[3,)",1.51319583644521
"Lab_K[20,30)",0.879129973449927
"Lab_K[30,42)",1.11941704902376
"Lab_K[42,)",1.7167096304058
"Lab_K[8,20)",0.423685801712591
"Lab_B[11,13)",0.205248092228284
"Lab_B[13,15)",0.569791498377703
"Lab_B[15,17)",0.72115799846634
"Lab_B[17,)",1.11421537849622
"Vital_A[72,81)",0.406714340586043
"Vital_A[81,89)",0.623440518308139
"Vital_A[89,98)",0.86450989665932
"Vital_A[98,)",1.12545486269782
"Lab_G[11,13)",-0.695980446573846
"Lab_G[13,)",-1.14601246131515
"Lab_G[9,11)",-0.230388245304964
"Lab_M[10,14)",0.247236650943534
"Lab_M[14,19)",0.341044116104244
"Lab_M[19,)",0.565090581881134
"Lab_M[4,10)",0.178940737170046
"Vital_C[52,58)",-0.262299979170095
"Vital_C[58,64)",-0.573019743587304
"Vital_C[64,70)",-0.736022794250994
"Vital_C[70,)",-0.895254227467504
"Lab_F[28,31)",-0.0368368422595282
"Lab_F[31,34)",0.0820743454255111
"Lab_F[34,37)",0.210333407019595
"Lab_F[37,)",0.317803171931268
"Vital_B[105,115)",-0.227143865303669
"Vital_B[115,123)",-0.414312546976512
"Vital_B[123,133)",-0.608270903466833
"Vital_B[133,)",-0.844191494835735
"Lab_C[20,23)",-0.136352603970066
"Lab_C[23,25)",-0.260741820977017
"Lab_C[25,28)",-0.244316513905508
"Lab_C[28,)",-0.410945954662275
"Vital_D[69,75)",0.319380901387592
"Vital_D[75,81)",0.538386131986098
"Vital_D[81,87)",0.826695357220544
"Vital_D[87,)",0.848970811110103
"Vital_G[95,97)",-0.0569704573687836
"Vital_G[97,98)",-0.0669747552403338
"Vital_G[98,99)",-0.179693251398646
"Vital_G[99,)",-0.126300521687909
"Lab_J[4,5)",-0.285741593382353
"Lab_J[5,)",-0.517126936192803
"Lab_D[1,2)",-0.316308991670337
"Lab_D[2,3)",-0.526078666221804
"Lab_D[3,)",-0.862169969348576
"Vital_F[36,37)",-0.181878310258226
"Vital_F[37,)",-0.256042582997424
"Lab_E[100,103)",-0.214699366760018
"Lab_E[103,106)",-0.251676301999105
"Lab_E[106,109)",-0.384505561090916
"Lab_E[109,)",-0.740678477137497
"Lab_I[131,197)",-0.129553158860206
"Lab_I[197,258)",-0.33466699495004
"Lab_I[258,328)",-0.390945612423831
"Lab_I[328,)",-0.604981435790541
"Lab_A[103,127)",0.0473170597732832
"Lab_A[127,148)",0.0243582495403882
"Lab_A[148,172)",-0.0524686545033529
"Lab_A[172,)",0.123049295238389
"Lab_L[135,137)",-0.0263653792628748
"Lab_L[137,139)",0.016153884936488
"Lab_L[139,142)",0.16466925644275
"Lab_L[142,)",0.186602874515565
