"","V1"
"Age[49,58)",0.477651132518042
"Age[58,67)",0.981743889793185
"Age[67,76)",1.27400326363469
"Age[76,)",1.90384384960203
"Vital_E[15,18)",0.545036958721525
"Vital_E[18,20)",0.857162928007457
"Vital_E[20,22)",1.09095861902106
"Vital_E[22,)",1.57330366596965
"Lab_H[1,2)",0.430917024924252
"Lab_H[2,3)",0.874411211204206
"Lab_H[3,)",1.45214738370149
"Lab_K[20,30)",0.56221204413661
"Lab_K[30,42)",0.784630782725817
"Lab_K[42,)",1.15302992742049
"Lab_K[8,20)",0.249303917864195
"Lab_B[11,13)",0.159346297139339
"Lab_B[13,15)",0.51421648979625
"Lab_B[15,17)",0.617351791049932
"Lab_B[17,)",1.00930693095688
"Vital_A[72,81)",0.411891628040832
"Vital_A[81,89)",0.556369242248742
"Vital_A[89,98)",0.841260224688063
"Vital_A[98,)",1.09114453075524
"Lab_G[11,13)",-0.427099407204499
"Lab_G[13,)",-0.71498397166757
"Lab_G[9,11)",-0.20966460782894
"Lab_M[10,14)",0.212366218982654
"Lab_M[14,19)",0.347214753746847
"Lab_M[19,)",0.511891119652728
"Lab_M[4,10)",0.152823092665292
"Vital_C[52,58)",-0.229589716788448
"Vital_C[58,64)",-0.481454108253379
"Vital_C[64,70)",-0.595995775525475
"Vital_C[70,)",-0.777443770385868
"Lab_F[28,31)",-0.016102506477983
"Lab_F[31,34)",0.0656967100923488
"Lab_F[34,37)",0.041886428523613
"Lab_F[37,)",0.0794462513558364
"Vital_B[105,115)",-0.106931509578385
"Vital_B[115,123)",-0.268267384805101
"Vital_B[123,133)",-0.483829279738574
"Vital_B[133,)",-0.748519994485477
"Lab_C[20,23)",-0.118701776253483
"Lab_C[23,25)",-0.0791450206288802
"Lab_C[25,28)",-0.0593008477385122
"Lab_C[28,)",-0.00266761265217128
"Vital_D[69,75)",0.152627487719405
"Vital_D[75,81)",0.330809713988559
"Vital_D[81,87)",0.59094319246032
"Vital_D[87,)",0.654398762703465
