"","V1"
"Age[49,58)",0.458833071001901
"Age[58,67)",0.958015844460611
"Age[67,76)",1.31472816341571
"Age[76,)",1.88817592223867
"Vital_E[15,18)",0.569593644011159
"Vital_E[18,20)",0.8383267324241
"Vital_E[20,22)",1.05376396839629
"Vital_E[22,)",1.56252662436754
"Lab_H[1,2)",0.513024261734117
"Lab_H[2,3)",0.985671636290136
"Lab_H[3,)",1.53168858089697
"Lab_K[20,30)",0.632534041134136
"Lab_K[30,42)",0.798724837687626
"Lab_K[42,)",1.16911633353909
"Lab_K[8,20)",0.206253120467607
"Lab_B[11,13)",0.272715461895106
"Lab_B[13,15)",0.622390448356761
"Lab_B[15,17)",0.703610128215019
"Lab_B[17,)",1.12126086500993
"Vital_A[72,81)",0.448784298356979
"Vital_A[81,89)",0.611425524306908
"Vital_A[89,98)",0.826719800883263
"Vital_A[98,)",1.02300350961606
"Lab_G[11,13)",-0.467820604321158
"Lab_G[13,)",-0.582170503895409
"Lab_G[9,11)",-0.211220436141095
"Lab_M[10,14)",0.230429309682238
"Lab_M[14,19)",0.297814246135313
"Lab_M[19,)",0.439901061564799
"Lab_M[4,10)",0.14812014556594
"Vital_C[52,58)",-0.230498342681157
"Vital_C[58,64)",-0.518545389932262
"Vital_C[64,70)",-0.595298255629113
"Vital_C[70,)",-0.866234763625149
"Lab_F[28,31)",-0.0540002106985755
"Lab_F[31,34)",0.0384846550947902
"Lab_F[34,37)",0.0543965240497478
"Lab_F[37,)",-0.0429017908293464
"Vital_B[105,115)",-0.118650814284449
"Vital_B[115,123)",-0.247288632326782
"Vital_B[123,133)",-0.495180996661083
"Vital_B[133,)",-0.706664267504536
"Lab_C[20,23)",-0.137100946947923
"Lab_C[23,25)",-0.108360446614049
"Lab_C[25,28)",-0.0371415236266035
"Lab_C[28,)",-0.0341731199720681
"Vital_D[69,75)",0.222325871301618
"Vital_D[75,81)",0.37093214303994
"Vital_D[81,87)",0.673408799939363
"Vital_D[87,)",0.728452656206616
"Vital_G[95,97)",-0.0569580697858008
"Vital_G[97,98)",-0.0888460826668313
"Vital_G[98,99)",-0.146057940571588
"Vital_G[99,)",-0.153314239765659
