"","V1"
"Age[49,58)",0.541313771996118
"Age[58,67)",1.02673116900408
"Age[67,76)",1.3260862348407
"Age[76,)",1.9628665117436
"Vital_E[15,18)",0.584813190768527
"Vital_E[18,20)",0.938212514576344
"Vital_E[20,22)",1.13513776423654
"Vital_E[22,)",1.58631355189137
"Lab_H[1,2)",0.529179374742185
"Lab_H[2,3)",0.948522071338331
"Lab_H[3,)",1.51117950968553
"Lab_K[20,30)",0.839729054001411
"Lab_K[30,42)",1.12741453967696
"Lab_K[42,)",1.55243381280854
"Lab_K[8,20)",0.436210674994484
"Lab_B[11,13)",0.254331185691809
"Lab_B[13,15)",0.678391871215105
"Lab_B[15,17)",0.779709426187404
"Lab_B[17,)",1.2152915555328
"Vital_A[72,81)",0.536763167498067
"Vital_A[81,89)",0.738793161492869
"Vital_A[89,98)",0.916842669230526
"Vital_A[98,)",1.23656720400907
"Lab_G[11,13)",-0.822089097964571
"Lab_G[13,)",-1.24728833117127
"Lab_G[9,11)",-0.39572535090205
"Lab_M[10,14)",0.248014275587159
"Lab_M[14,19)",0.378067594759307
"Lab_M[19,)",0.64390244071169
"Lab_M[4,10)",0.179031402058574
"Vital_C[52,58)",-0.225692703152488
"Vital_C[58,64)",-0.511075184738504
"Vital_C[64,70)",-0.658115446198145
"Vital_C[70,)",-0.786688390859662
"Lab_F[28,31)",0.0377565912581819
"Lab_F[31,34)",0.199668456138373
"Lab_F[34,37)",0.262850378369424
"Lab_F[37,)",0.353393321976423
"Vital_B[105,115)",-0.173628501015518
"Vital_B[115,123)",-0.339652175089664
"Vital_B[123,133)",-0.548813488360104
"Vital_B[133,)",-0.884928685179024
"Lab_C[20,23)",-0.0628453522990866
"Lab_C[23,25)",-0.189731268006985
"Lab_C[25,28)",-0.159617813203667
"Lab_C[28,)",-0.240981419408736
"Vital_D[69,75)",0.164380521365878
"Vital_D[75,81)",0.28925173159733
"Vital_D[81,87)",0.62208449869915
"Vital_D[87,)",0.707652649444508
"Vital_G[95,97)",-0.0793013728586606
"Vital_G[97,98)",-0.128983382380387
"Vital_G[98,99)",-0.166002717936262
"Vital_G[99,)",-0.110860657755617
"Lab_J[4,5)",-0.257111912052977
"Lab_J[5,)",-0.477960068827888
"Lab_D[1,2)",-0.321102684017771
"Lab_D[2,3)",-0.417029850938865
"Lab_D[3,)",-0.7312223352528
"Vital_F[36,37)",-0.169832360659264
"Vital_F[37,)",-0.213408521341515
"Lab_E[100,103)",-0.129330147002693
"Lab_E[103,106)",-0.224655267789838
"Lab_E[106,109)",-0.326858136318673
"Lab_E[109,)",-0.612926021290083
"Lab_I[131,197)",-0.201898816235226
"Lab_I[197,258)",-0.394902263194559
"Lab_I[258,328)",-0.407614220350818
"Lab_I[328,)",-0.640847140644512
"Lab_A[103,127)",-0.0014823931672435
"Lab_A[127,148)",0.0621935552362974
"Lab_A[148,172)",0.0194834542716247
"Lab_A[172,)",0.218580313311935
"Lab_L[135,137)",-0.00962440474615894
"Lab_L[137,139)",0.0236359281834577
"Lab_L[139,142)",0.120601985121144
"Lab_L[142,)",0.137383302148821
