"","."
"(Intercept)",-9.94352803973274
"Lab_H[1,3)",0.898388324172166
"Lab_H[3,4)",1.67344788967865
"Lab_H[4,)",-0.763689199366844
"Age[35,49)",1.18575315978168
"Age[49,76)",1.64877020281406
"Age[76,89)",2.47492387299182
"Age[89,)",3.26406389021576
"Lab_B[11,17)",1.16744746669045
"Lab_B[17,19)",1.83406727894371
"Lab_B[19,)",2.47452011972492
"Lab_B[8,11)",1.14880757407841
"Lab_K[41,58)",1.3914215883741
"Lab_K[58,)",1.79116061285038
"Lab_K[8,41)",0.738359713919943
"Vital_E[12,15)",1.49744417650712
"Vital_E[15,22)",1.66402636701242
"Vital_E[22,25)",2.63606981674206
"Vital_E[25,)",3.48570927909276
"Lab_I[131,326)",-0.42848826173368
"Lab_I[326,421)",-0.327501798717376
"Lab_I[39,131)",0.0513495106139418
"Lab_I[421,)",-0.659848931265735
"Lab_A[103,173)",0.26229510569473
"Lab_A[173,207)",0.605326317334847
"Lab_A[207,)",0.563124070267641
"Lab_A[70,103)",0.744960061988364
